Store,id,res_id,City,StreetNa_1,ADDRESS,House_Num1,House_Num2,House_Num3,House_Num4,House_Num5,House_Num6,Build_type,adres_full,Cell,Y,X,car,pedestrian,Status,Type,Year_buld,floors,flats,Matwalls,people,Key_Accou,Bus
KFC Belorusskaya Moscow,5003000489,0,Москва,Электрический переулок,1 кор АБ,1,кор,АБ, , , ,Нежил,"Москва, Электрический переулок, 1 кор АБ",B6,"37,574889","55,771013",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000490,0,Москва,Электрический переулок,1 кор Г,1,кор,Г, , , ,Нежил,"Москва, Электрический переулок, 1 кор Г",B6,"37,575921","55,771021",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000491,0,Москва,Электрический переулок,1 кор Д,1,кор,Д, , , ,Нежил,"Москва, Электрический переулок, 1 кор Д",B6,"37,575436","55,771422",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000492,0,Москва,Электрический переулок,1 стр 12,1, , ,стр,12,стр 12,Нежил,"Москва, Электрический переулок, 1 стр 12",B6,"37,573835","55,772369",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000493,0,Москва,Электрический переулок,1 стр 14,1, , ,стр,14,стр 14,Нежил,"Москва, Электрический переулок, 1 стр 14",B6,"37,574235","55,772057",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000494,0,Москва,Электрический переулок,1 стр 17,1, , ,стр,17,стр 17,Нежил,"Москва, Электрический переулок, 1 стр 17",B6,"37,575075","55,772464",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000495,0,Москва,Электрический переулок,1 стр 19,1, , ,стр,19,стр 19,Нежил,"Москва, Электрический переулок, 1 стр 19",B6,"37,574303","55,77121",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000496,0,Москва,Электрический переулок,1 стр 20А,1, , ,стр,20А,стр 20А,Нежил,"Москва, Электрический переулок, 1 стр 20А",B6,"37,574173","55,770971",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000497,0,Москва,Электрический переулок,1 стр 22,1, , ,стр,22,стр 22,Нежил,"Москва, Электрический переулок, 1 стр 22",B6,"37,574659","55,772431",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000498,0,Москва,Электрический переулок,3/10 стр 1,3/10, , ,стр,1,стр 1,Нежил,"Москва, Электрический переулок, 3/10 стр 1",B6,"37,575882","55,772204",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000499,0,Москва,Электрический переулок,3/10 стр 3,3/10, , ,стр,3,стр 3,Нежил,"Москва, Электрический переулок, 3/10 стр 3",B6,"37,575253","55,771972",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000500,0,Москва,Грузинский Вал,10,10, , , , , ,Нежил,"Москва, Грузинский Вал, 10",B6,"37,575042","55,772799",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000521,0,Москва,1-я Брестская,55,55, , , , , ,Нежил,"Москва, 1-я Брестская, 55",B6,"37,585431","55,774741",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000522,0,Москва,1-я Брестская,58,58, , , , , ,Нежил,"Москва, 1-я Брестская, 58",B6,"37,58631","55,774796",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000523,0,Москва,1-я Брестская,62,62, , , , , ,Нежил,"Москва, 1-я Брестская, 62",B6,"37,585455","55,775236",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000524,0,Москва,1-я Брестская,64,64, , , , , ,Нежил,"Москва, 1-я Брестская, 64",B6,"37,585012","55,77541",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000525,0,Москва,1-я Брестская,66,66, , , , , ,Нежил,"Москва, 1-я Брестская, 66",B6,"37,584673","55,775657",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000532,0,Москва,1-я Тверская-Ямская,21,21, , , , , ,БЦ,"Москва, 1-я Тверская-Ямская, 21",B6,"37,587198","55,774491",5,5,active, ,0,0,0, ,2398,Four Winds Plaza,15
KFC Belorusskaya Moscow,5003000533,0,Москва,1-я Тверская-Ямская,23 стр 1,23, , ,стр,1,стр 1,БЦ,"Москва, 1-я Тверская-Ямская, 23 стр 1",B6,"37,586695","55,77516",5,5,active, ,0,0,0, ,1256,Парус,15
KFC Belorusskaya Moscow,5003000534,0,Москва,1-я Тверская-Ямская,25 стр 1,25, , ,стр,1,стр 1,Нежил,"Москва, 1-я Тверская-Ямская, 25 стр 1",B6,"37,585963","55,775556",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000535,0,Москва,1-я Тверская-Ямская,25 стр 2,25, , ,стр,2,стр 2,Нежил,"Москва, 1-я Тверская-Ямская, 25 стр 2",B6,"37,585756","55,775378",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000536,0,Москва,1-я Тверская-Ямская,27,27, , , , , ,Нежил,"Москва, 1-я Тверская-Ямская, 27",B6,"37,585658","55,775797",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000537,0,Москва,1-я Тверская-Ямская,29 стр 1,29, , ,стр,1,стр 1,Нежил,"Москва, 1-я Тверская-Ямская, 29 стр 1",B6,"37,584992","55,775949",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000538,0,Москва,1-я Тверская-Ямская,29 стр 3,29, , ,стр,3,стр 3,Нежил,"Москва, 1-я Тверская-Ямская, 29 стр 3",B6,"37,585002","55,775679",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000559,0,Москва,2-я Брестская,37 стр 1,37, , ,стр,1,стр 1,Жил,"Москва, 2-я Брестская, 37 стр 1",B6,"37,585174","55,773578",5,5,active, ,1970,9,120,кирпич,301, ,15
KFC Belorusskaya Moscow,5003000560,0,Москва,2-я Брестская,39 стр 2,39, , ,стр,2,стр 2,Нежил,"Москва, 2-я Брестская, 39 стр 2",B6,"37,584593","55,774233",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000561,0,Москва,2-я Брестская,39 стр 3,39, , ,стр,3,стр 3,Нежил,"Москва, 2-я Брестская, 39 стр 3",B6,"37,584463","55,774019",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000562,0,Москва,2-я Брестская,39 стр 4,39, , ,стр,4,стр 4,Нежил,"Москва, 2-я Брестская, 39 стр 4",B6,"37,584105","55,774051",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000563,0,Москва,2-я Брестская,43,43, , , , , ,Жил,"Москва, 2-я Брестская, 43",B6,"37,5838","55,774533",5,5,active, ,1970,6,82,кирпич,206, ,15
KFC Belorusskaya Moscow,5003000564,0,Москва,2-я Брестская,43 стр 2,43, , ,стр,2,стр 2,Нежил,"Москва, 2-я Брестская, 43 стр 2",B6,"37,58284","55,774567",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000565,0,Москва,2-я Брестская,43 стр 3,43, , ,стр,3,стр 3,Нежил,"Москва, 2-я Брестская, 43 стр 3",B6,"37,583139","55,77431",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000566,0,Москва,2-я Брестская,43 стр 4,43, , ,стр,4,стр 4,Нежил,"Москва, 2-я Брестская, 43 стр 4",B6,"37,583085","55,774486",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000567,0,Москва,2-я Брестская,46 стр 1,46, , ,стр,1,стр 1,Нежил,"Москва, 2-я Брестская, 46 стр 1",B6,"37,585","55,774452",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000591,0,Москва,Большая Грузинская,13,13, , , , , ,Нежил,"Москва, Большая Грузинская, 13",C6,"37,576913","55,765791",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000592,0,Москва,Большая Грузинская,13 стр 1,13, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 13 стр 1",C6,"37,576272","55,765873",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000593,0,Москва,Большая Грузинская,13 стр 3,13, , ,стр,3,стр 3,Нежил,"Москва, Большая Грузинская, 13 стр 3",C6,"37,576294","55,765557",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000595,0,Москва,Большая Грузинская,15 стр 1,15, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 15 стр 1",C6,"37,576984","55,766179",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000596,0,Москва,Большая Грузинская,15 стр 2,15, , ,стр,2,стр 2,Жил,"Москва, Большая Грузинская, 15 стр 2",C6,"37,576262","55,766143",5,0,active, ,1960,4,12,кирпич,30, ,0
KFC Belorusskaya Moscow,5003000597,0,Москва,Большая Грузинская,15 стр 4,15, , ,стр,4,стр 4,Нежил,"Москва, Большая Грузинская, 15 стр 4",C6,"37,575649","55,766219",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000599,0,Москва,Большая Грузинская,17 стр 1,17, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 17 стр 1",C6,"37,576964","55,766555",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000600,0,Москва,Большая Грузинская,17 стр 2,17, , ,стр,2,стр 2,Нежил,"Москва, Большая Грузинская, 17 стр 2",C6,"37,575919","55,766358",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000601,0,Москва,Большая Грузинская,17 стр 3,17, , ,стр,3,стр 3,Нежил,"Москва, Большая Грузинская, 17 стр 3",C6,"37,576247","55,766547",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000603,0,Москва,Большая Грузинская,19,19, , , , , ,Жил,"Москва, Большая Грузинская, 19",C6,"37,577189","55,766962",5,15,active, ,1997,10,132,монолит,331, ,15
KFC Belorusskaya Moscow,5003000604,0,Москва,Большая Грузинская,1 стр 1,1, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 1 стр 1",C6,"37,578381","55,761127",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000605,0,Москва,Большая Грузинская,1 стр 101,1, , ,стр,101,стр 101,Нежил,"Москва, Большая Грузинская, 1 стр 101",C6,"37,576841","55,765004",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000606,0,Москва,Большая Грузинская,1 стр 102,1, , ,стр,102,стр 102,Нежил,"Москва, Большая Грузинская, 1 стр 102",C6,"37,578061","55,763433",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000607,0,Москва,Большая Грузинская,1 стр 110,1, , ,стр,110,стр 110,Нежил,"Москва, Большая Грузинская, 1 стр 110",C6,"37,574289","55,764047",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000608,0,Москва,Большая Грузинская,1 стр 25,1, , ,стр,25,стр 25,Нежил,"Москва, Большая Грузинская, 1 стр 25",C6,"37,575073","55,763163",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000609,0,Москва,Большая Грузинская,1 стр 30,1, , ,стр,30,стр 30,Нежил,"Москва, Большая Грузинская, 1 стр 30",C6,"37,574731","55,763947",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000610,0,Москва,Большая Грузинская,1 стр 31,1, , ,стр,31,стр 31,Нежил,"Москва, Большая Грузинская, 1 стр 31",C6,"37,574448","55,763426",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000611,0,Москва,Большая Грузинская,1 стр 34,1, , ,стр,34,стр 34,Нежил,"Москва, Большая Грузинская, 1 стр 34",C6,"37,574356","55,763775",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000612,0,Москва,Большая Грузинская,1 стр 50,1, , ,стр,50,стр 50,Нежил,"Москва, Большая Грузинская, 1 стр 50",C6,"37,576519","55,764729",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000613,0,Москва,Большая Грузинская,1 стр 6,1, , ,стр,6,стр 6,Нежил,"Москва, Большая Грузинская, 1 стр 6",C6,"37,574753","55,76358",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000614,0,Москва,Большая Грузинская,1 стр 99,1, , ,стр,99,стр 99,Нежил,"Москва, Большая Грузинская, 1 стр 99",C6,"37,577689","55,763992",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000618,0,Москва,Большая Грузинская,23 стр 1,23, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 23 стр 1",C6,"37,578905","55,767971",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000629,0,Москва,Большая Грузинская,37,37, , , , , ,Жил,"Москва, Большая Грузинская, 37",B6,"37,580141","55,769063",5,10,active, ,1985,14,65,панель,163, ,15
KFC Belorusskaya Moscow,5003000630,0,Москва,Большая Грузинская,37А,37А, , , , , ,Нежил,"Москва, Большая Грузинская, 37А",B6,"37,580466","55,768887",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000631,0,Москва,Большая Грузинская,37 стр 2,37, , ,стр,2,стр 2,Жил,"Москва, Большая Грузинская, 37 стр 2",B6,"37,580895","55,7695",5,10,active, ,2001,15,82,монолит,205, ,15
KFC Belorusskaya Moscow,5003000633,0,Москва,Большая Грузинская,39,39, , , , , ,Жил,"Москва, Большая Грузинская, 39",B6,"37,581208","55,770697",5,10,active, ,1983,11,528,кирпич,1325, ,15
KFC Belorusskaya Moscow,5003000634,0,Москва,Большая Грузинская,39 стр 1,39, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 39 стр 1",B6,"37,581476","55,770522",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000635,0,Москва,Большая Грузинская,39 стр 3,39, , ,стр,3,стр 3,Нежил,"Москва, Большая Грузинская, 39 стр 3",B6,"37,580242","55,770983",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000636,0,Москва,Большая Грузинская,39 стр 4,39, , ,стр,4,стр 4,Нежил,"Москва, Большая Грузинская, 39 стр 4",B6,"37,580341","55,771164",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000637,0,Москва,Большая Грузинская,3 стр 1,3, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 3 стр 1",C6,"37,577134","55,764086",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000648,0,Москва,Большая Грузинская,57,57, , , , , ,Жил,"Москва, Большая Грузинская, 57",B6,"37,583236","55,771615",5,10,active, ,1975,9,103,кирпич,259, ,15
KFC Belorusskaya Moscow,5003000649,0,Москва,Большая Грузинская,57 стр 1,57, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 57 стр 1",B6,"37,583361","55,771482",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000653,0,Москва,Большая Грузинская,61 стр 1,61, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 61 стр 1",B6,"37,584303","55,772205",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000654,0,Москва,Большая Грузинская,61 стр 2,61, , ,стр,2,стр 2,Нежил,"Москва, Большая Грузинская, 61 стр 2",B6,"37,584402","55,772437",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000656,0,Москва,Большая Грузинская,63 стр 1,63, , ,стр,1,стр 1,Жил,"Москва, Большая Грузинская, 63 стр 1",B6,"37,58492","55,772938",5,5,active, ,1960,9,128,кирпич,321, ,15
KFC Belorusskaya Moscow,5003000657,0,Москва,Большая Грузинская,67 стр 1,67, , ,стр,1,стр 1,Нежил,"Москва, Большая Грузинская, 67 стр 1",B6,"37,584443","55,773352",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000658,0,Москва,Большая Грузинская,67 стр 2,67, , ,стр,2,стр 2,Нежил,"Москва, Большая Грузинская, 67 стр 2",B6,"37,584037","55,773157",5,5,active, ,0,0,0, ,0, ,15
