Store,id,res_id,City,StreetNa_1,ADDRESS,House_Num1,House_Num2,House_Num3,House_Num4,House_Num5,House_Num6,Build_type,adres_full,Cell,Y,X,car,pedestrian,Status,Type,Year_buld,floors,flats,Matwalls,people,Key_Accou,Bus
KFC Belorusskaya Moscow,5003000358,0,Москва,Пресненский Вал,38 стр 1,38, , ,стр,1,стр 1,Жил,"Москва, Пресненский Вал, 38 стр 1",B6,"37,570332","55,771369",5,15,active, ,1960,4,22,кирпич,55, ,15
KFC Belorusskaya Moscow,5003000359,0,Москва,Пресненский Вал,38 стр 4,38, , ,стр,4,стр 4,Жил,"Москва, Пресненский Вал, 38 стр 4",B6,"37,570086","55,770995",5,15,active, ,1960,3,18,кирпич,45, ,15
KFC Belorusskaya Moscow,5003000360,0,Москва,Пресненский Вал,38 стр 5,38, , ,стр,5,стр 5,Нежил,"Москва, Пресненский Вал, 38 стр 5",B6,"37,569898","55,77018",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000361,0,Москва,Пресненский Вал,4/29,4/29, , , , , ,Жил,"Москва, Пресненский Вал, 4/29",C6,"37,564104","55,763763",5,0,active, ,1960,8,116,кирпич,291, ,15
KFC Belorusskaya Moscow,5003000362,0,Москва,Пресненский Вал,40,40, , , , , ,Жил,"Москва, Пресненский Вал, 40",B6,"37,571018","55,770934",5,15,active, ,1960,12,191,кирпич,479, ,15
KFC Belorusskaya Moscow,5003000363,0,Москва,Пресненский Вал,42,42, , , , , ,Жил,"Москва, Пресненский Вал, 42",B6,"37,571277","55,771545",5,10,active, ,1970,12,84,блок,211, ,15
KFC Belorusskaya Moscow,5003000364,0,Москва,Пресненский Вал,5,5, , , , , ,Жил,"Москва, Пресненский Вал, 5",C7,"37,564046","55,766122",5,0,active, ,1960,8,110,кирпич,276, ,15
KFC Belorusskaya Moscow,5003000365,0,Москва,Пресненский Вал,6 стр 1,6, , ,стр,1,стр 1,Нежил,"Москва, Пресненский Вал, 6 стр 1",C6,"37,56433","55,76428",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000366,0,Москва,Пресненский Вал,6 стр 2,6, , ,стр,2,стр 2,Нежил,"Москва, Пресненский Вал, 6 стр 2",C6,"37,564554","55,7645",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000367,0,Москва,Пресненский Вал,7 стр 1,7, , ,стр,1,стр 1,Жил,"Москва, Пресненский Вал, 7 стр 1",C7,"37,564287","55,767129",5,0,active, ,1960,8,110,кирпич,276, ,15
KFC Belorusskaya Moscow,5003000368,0,Москва,Пресненский Вал,7 стр 5,7, , ,стр,5,стр 5,Нежил,"Москва, Пресненский Вал, 7 стр 5",C7,"37,563772","55,76756",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000369,0,Москва,Пресненский Вал,8 кор 1,8,кор,1, , , ,Жил,"Москва, Пресненский Вал, 8 кор 1",C6,"37,564878","55,765374",5,0,active, ,1965,9,96,кирпич,241, ,15
KFC Belorusskaya Moscow,5003000370,0,Москва,Пресненский Вал,8 кор 2,8,кор,2, , , ,Жил,"Москва, Пресненский Вал, 8 кор 2",C6,"37,565313","55,764802",5,0,active, ,1965,10,108,кирпич,271, ,15
KFC Belorusskaya Moscow,5003000371,0,Москва,Пресненский Вал,8 кор 3,8,кор,3, , , ,Жил,"Москва, Пресненский Вал, 8 кор 3",C6,"37,564607","55,764791",5,0,active, ,1965,9,72,кирпич,181, ,15
KFC Belorusskaya Moscow,5003000372,0,Москва,Пресненский Вал,9 стр 2,9, , ,стр,2,стр 2,Нежил,"Москва, Пресненский Вал, 9 стр 2",C7,"37,564023","55,76955",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000373,0,Москва,Пресненский Вал,9 стр 3,9, , ,стр,3,стр 3,Нежил,"Москва, Пресненский Вал, 9 стр 3",C7,"37,563949","55,768207",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000374,0,Москва,Пресненский Вал,9 стр 7,9, , ,стр,7,стр 7,Нежил,"Москва, Пресненский Вал, 9 стр 7",C7,"37,563303","55,767915",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000375,0,Москва,Расторгуевский переулок,1,1, , , , , ,Нежил,"Москва, Расторгуевский переулок, 1",C6,"37,570566","55,764998",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000376,0,Москва,Расторгуевский переулок,14,14, , , , , ,Нежил,"Москва, Расторгуевский переулок, 14",C6,"37,566153","55,765622",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000377,0,Москва,Расторгуевский переулок,16 стр 1,16, , ,стр,1,стр 1,Нежил,"Москва, Расторгуевский переулок, 16 стр 1",C6,"37,565207","55,766048",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000378,0,Москва,Расторгуевский переулок,2/19,2/19, , , , , ,Жил,"Москва, Расторгуевский переулок, 2/19",C6,"37,570985","55,765466",5,0,active, ,1960,4,8,кирпич,20, ,0
KFC Belorusskaya Moscow,5003000379,0,Москва,Расторгуевский переулок,3,3, , , , , ,Нежил,"Москва, Расторгуевский переулок, 3",C6,"37,566278","55,765271",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000380,0,Москва,Расторгуевский переулок,4А,4А, , , , , ,Жил,"Москва, Расторгуевский переулок, 4А",C6,"37,570775","55,76581",5,0,active, ,1960,4,16,кирпич,40, ,0
KFC Belorusskaya Moscow,5003000381,0,Москва,Расторгуевский переулок,4 стр 2,4, , ,стр,2,стр 2,Нежил,"Москва, Расторгуевский переулок, 4 стр 2",C6,"37,570519","55,76531",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000382,0,Москва,Расторгуевский переулок,4 стр 3,4, , ,стр,3,стр 3,Жил,"Москва, Расторгуевский переулок, 4 стр 3",C6,"37,570068","55,765532",5,0,active, ,1960,3,24,кирпич,60, ,0
KFC Belorusskaya Moscow,5003000383,0,Москва,Расторгуевский переулок,4 стр 5,4, , ,стр,5,стр 5,Жил,"Москва, Расторгуевский переулок, 4 стр 5",C6,"37,569736","55,765887",5,0,active, ,1960,4,16,кирпич,40, ,0
KFC Belorusskaya Moscow,5003000392,0,Москва,Скаковая,13 кор 1,13,кор,1, , , ,Жил,"Москва, Скаковая, 13 кор 1",C9,"37,571643","55,779119",5,15,active, ,1975,16,112,блок,300, ,15
KFC Belorusskaya Moscow,5003000393,0,Москва,Скаковая,13 кор 2,13,кор,2, , , ,Жил,"Москва, Скаковая, 13 кор 2",C9,"37,57195","55,779438",5,15,active, ,1975,16,112,блок,300, ,15
KFC Belorusskaya Moscow,5003000394,0,Москва,Скаковая,14,14, , , , , ,Жил,"Москва, Скаковая, 14",D3,"37,56708","55,781807",10,0,active, ,1960,5,60,кирпич,161, ,0
KFC Belorusskaya Moscow,5003000395,0,Москва,Скаковая,15 кор 1,15,кор,1, , , ,Жил,"Москва, Скаковая, 15 кор 1",C9,"37,572592","55,778481",5,15,active, ,1975,14,112,блок,300, ,15
KFC Belorusskaya Moscow,5003000396,0,Москва,Скаковая,15 кор 2,15,кор,2, , , ,Жил,"Москва, Скаковая, 15 кор 2",C9,"37,572687","55,778907",5,15,active, ,1975,14,112,блок,300, ,15
KFC Belorusskaya Moscow,5003000397,0,Москва,Скаковая,16,16, , , , , ,Нежил,"Москва, Скаковая, 16",D3,"37,566571","55,78117",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000398,0,Москва,Скаковая,17 стр 2,17, , ,стр,2,стр 2,Нежил,"Москва, Скаковая, 17 стр 2",C9,"37,573444","55,777837",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000399,0,Москва,Скаковая,18,18, , , , , ,Жил,"Москва, Скаковая, 18",D3,"37,56736","55,781264",10,0,active, ,1960,5,80,кирпич,214, ,0
KFC Belorusskaya Moscow,5003000400,0,Москва,Скаковая,18А,18А, , , , , ,Жил,"Москва, Скаковая, 18А",D3,"37,567244","55,780796",10,0,active, ,1960,5,80,кирпич,214, ,0
KFC Belorusskaya Moscow,5003000401,0,Москва,Скаковая,19 стр 1,19, , ,стр,1,стр 1,Нежил,"Москва, Скаковая, 19 стр 1",C9,"37,574334","55,777488",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000402,0,Москва,Скаковая,20,20, , , , , ,Нежил,"Москва, Скаковая, 20",D3,"37,56838","55,780332",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000403,0,Москва,Скаковая,20 стр 1,20, , ,стр,1,стр 1,Нежил,"Москва, Скаковая, 20 стр 1",D3,"37,568901","55,779986",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000404,0,Москва,Скаковая,20 стр 4,20, , ,стр,4,стр 4,Нежил,"Москва, Скаковая, 20 стр 4",D3,"37,568374","55,780848",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000405,0,Москва,Скаковая,22,22, , , , , ,Нежил,"Москва, Скаковая, 22",D3,"37,569235","55,780154",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000406,0,Москва,Скаковая,24,24, , , , , ,Нежил,"Москва, Скаковая, 24",D3,"37,569749","55,779653",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000407,0,Москва,Скаковая,3,3, , , , , ,Нежил,"Москва, Скаковая, 3",C9,"37,56727","55,783157",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000408,0,Москва,Скаковая,30 стр 1,30, , ,стр,1,стр 1,Нежил,"Москва, Скаковая, 30 стр 1",D3,"37,570414","55,778916",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000409,0,Москва,Скаковая,30 стр 2,30, , ,стр,2,стр 2,Нежил,"Москва, Скаковая, 30 стр 2",D3,"37,570775","55,778884",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000410,0,Москва,Скаковая,30 стр 3,30, , ,стр,3,стр 3,Нежил,"Москва, Скаковая, 30 стр 3",D3,"37,571029","55,778483",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000411,0,Москва,Скаковая,32 стр 1,32, , ,стр,1,стр 1,Нежил,"Москва, Скаковая, 32 стр 1",D3,"37,571326","55,778279",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000412,0,Москва,Скаковая,32 стр 2,32, , ,стр,2,стр 2,БЦ,"Москва, Скаковая, 32 стр 2",D3,"37,570809","55,777941",5,0,active, ,0,0,0, ,400, ,0
KFC Belorusskaya Moscow,5003000413,0,Москва,Скаковая,34А,34А, , , , , ,Нежил,"Москва, Скаковая, 34А",D3,"37,571312","55,777818",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000414,0,Москва,Скаковая,34 кор 1,34,кор,1, , , ,Жил,"Москва, Скаковая, 34 кор 1",D3,"37,572746","55,77729",5,15,active, ,1960,5,40,кирпич,107, ,15
KFC Belorusskaya Moscow,5003000415,0,Москва,Скаковая,34 кор 2,34,кор,2, , , ,Жил,"Москва, Скаковая, 34 кор 2",D3,"37,571849","55,777864",5,15,active, ,1960,5,40,кирпич,107, ,15
KFC Belorusskaya Moscow,5003000416,0,Москва,Скаковая,34 кор 3,34,кор,3, , , ,Жил,"Москва, Скаковая, 34 кор 3",D3,"37,571546","55,777411",5,15,active, ,1975,16,112,блок,300, ,15
KFC Belorusskaya Moscow,5003000417,0,Москва,Скаковая,34 кор 3 стр 2,34,кор,3,стр,2,стр 2,Нежил,"Москва, Скаковая, 34 кор 3 стр 2",D3,"37,572214","55,777185",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000418,0,Москва,Скаковая,34 кор 4,34,кор,4, , , ,Жил,"Москва, Скаковая, 34 кор 4",D3,"37,571078","55,777136",5,0,active, ,1975,16,135,блок,362, ,0
KFC Belorusskaya Moscow,5003000419,0,Москва,Скаковая,36,36, , , , , ,БЦ,"Москва, Скаковая, 36",D3,"37,573142","55,776671",5,15,active, ,0,0,0, ,389, ,15
KFC Belorusskaya Moscow,5003000420,0,Москва,Скаковая,36 стр 3,36, , ,стр,3,стр 3,Нежил,"Москва, Скаковая, 36 стр 3",D3,"37,572317","55,775937",10,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000421,0,Москва,Скаковая,36 стр 4,36, , ,стр,4,стр 4,Нежил,"Москва, Скаковая, 36 стр 4",D3,"37,572562","55,775805",10,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000422,0,Москва,Скаковая,36 стр 7,36, , ,стр,7,стр 7,Нежил,"Москва, Скаковая, 36 стр 7",D3,"37,573436","55,776573",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000423,0,Москва,Скаковая,3А,3А, , , , , ,Нежил,"Москва, Скаковая, 3А",C9,"37,567936","55,783067",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000424,0,Москва,Скаковая,3 стр 1,3, , ,стр,1,стр 1,Нежил,"Москва, Скаковая, 3 стр 1",C9,"37,567026","55,783289",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000425,0,Москва,Скаковая,3 стр 8,3, , ,стр,8,стр 8,Нежил,"Москва, Скаковая, 3 стр 8",C9,"37,567778","55,782845",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000426,0,Москва,Скаковая,4 кор 1,4,кор,1, , , ,Жил,"Москва, Скаковая, 4 кор 1",D3,"37,566292","55,782571",10,0,active, ,1960,5,40,кирпич,107, ,0
KFC Belorusskaya Moscow,5003000427,0,Москва,Скаковая,4 кор 2,4,кор,2, , , ,Жил,"Москва, Скаковая, 4 кор 2",D3,"37,566348","55,782203",10,0,active, ,1960,5,60,кирпич,161, ,0
KFC Belorusskaya Moscow,5003000428,0,Москва,Скаковая,5,5, , , , , ,Жил,"Москва, Скаковая, 5",C9,"37,568393","55,782711",10,0,active, ,1994,15,220,кирпич,590, ,0
KFC Belorusskaya Moscow,5003000429,0,Москва,Скаковая,5 стр 2,5, , ,стр,2,стр 2,Нежил,"Москва, Скаковая, 5 стр 2",C9,"37,568953","55,782907",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000430,0,Москва,Скаковая,5 стр 3,5, , ,стр,3,стр 3,Нежил,"Москва, Скаковая, 5 стр 3",C9,"37,569267","55,782183",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000431,0,Москва,Скаковая,5 стр 4,5, , ,стр,4,стр 4,Нежил,"Москва, Скаковая, 5 стр 4",C9,"37,567884","55,782107",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000432,0,Москва,Скаковая,7,7, , , , , ,Нежил,"Москва, Скаковая, 7",C9,"37,56828","55,781686",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000433,0,Москва,Скаковая,9,9, , , , , ,Нежил,"Москва, Скаковая, 9",C9,"37,568655","55,781388",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000434,0,Москва,Скаковая аллея,7,7, , , , , ,Нежил,"Москва, Скаковая аллея, 7",D3,"37,566033","55,78166",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000435,0,Москва,Скаковая аллея,9,9, , , , , ,Жил,"Москва, Скаковая аллея, 9",D3,"37,565197","55,780976",10,0,active, ,1969,9,72,кирпич,193, ,0
KFC Belorusskaya Moscow,5003000436,0,Москва,Средний Тишинский переулок,28,28, , , , , ,БЦ,"Москва, Средний Тишинский переулок, 28",B6,"37,575627","55,770449",5,10,active, ,0,0,0, ,556, ,15
KFC Belorusskaya Moscow,5003000437,0,Москва,Средний Тишинский переулок,30,30, , , , , ,Нежил,"Москва, Средний Тишинский переулок, 30",B6,"37,573944","55,770699",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000438,0,Москва,Средний Тишинский переулок,7-9 стр 1,7-9, , ,стр,1,стр 1,Нежил,"Москва, Средний Тишинский переулок, 7-9 стр 1",B6,"37,575971","55,769734",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000439,0,Москва,Столярный переулок,1/11,1/11, , , , , ,Жил,"Москва, Столярный переулок, 1/11",C6,"37,570899","55,763513",5,0,active, ,1960,5,30,кирпич,75, ,0
KFC Belorusskaya Moscow,5003000440,0,Москва,Столярный переулок,14,14, , , , , ,Жил,"Москва, Столярный переулок, 14",C6,"37,567493","55,764019",5,0,active, ,1960,5,70,кирпич,176, ,15
KFC Belorusskaya Moscow,5003000441,0,Москва,Столярный переулок,16 стр 1,16, , ,стр,1,стр 1,Нежил,"Москва, Столярный переулок, 16 стр 1",C6,"37,566251","55,764445",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000442,0,Москва,Столярный переулок,18,18, , , , , ,Жил,"Москва, Столярный переулок, 18",C6,"37,565245","55,764214",5,0,active, ,1967,12,81,блок,203, ,15
KFC Belorusskaya Moscow,5003000443,0,Москва,Столярный переулок,2,2, , , , , ,Жил,"Москва, Столярный переулок, 2",C6,"37,570978","55,763812",5,0,active, ,2001,10,32,кирпич,80, ,0
KFC Belorusskaya Moscow,5003000444,0,Москва,Столярный переулок,3,3, , , , , ,Нежил,"Москва, Столярный переулок, 3",C6,"37,567688","55,76322",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000445,0,Москва,Столярный переулок,3 кор 1,3,кор,1, , , ,Нежил,"Москва, Столярный переулок, 3 кор 1",C6,"37,569164","55,763234",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000446,0,Москва,Столярный переулок,3 кор 12,3,кор,12, , , ,Нежил,"Москва, Столярный переулок, 3 кор 12",C6,"37,568876","55,764116",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000447,0,Москва,Столярный переулок,3 кор 13,3,кор,13, , , ,Нежил,"Москва, Столярный переулок, 3 кор 13",C6,"37,568293","55,764378",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000448,0,Москва,Столярный переулок,3 кор 14,3,кор,14, , , ,Нежил,"Москва, Столярный переулок, 3 кор 14",C6,"37,568537","55,765186",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000449,0,Москва,Столярный переулок,3 кор 16,3,кор,16, , , ,Нежил,"Москва, Столярный переулок, 3 кор 16",C6,"37,568418","55,764949",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000450,0,Москва,Столярный переулок,3 кор 19,3,кор,19, , , ,Нежил,"Москва, Столярный переулок, 3 кор 19",C6,"37,569862","55,764473",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000451,0,Москва,Столярный переулок,3 кор 2,3,кор,2, , , ,Нежил,"Москва, Столярный переулок, 3 кор 2",C6,"37,567747","55,763617",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000452,0,Москва,Столярный переулок,3 кор 3,3,кор,3, , , ,Нежил,"Москва, Столярный переулок, 3 кор 3",C6,"37,570313","55,763198",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000453,0,Москва,Столярный переулок,3 кор 34,3,кор,34, , , ,Нежил,"Москва, Столярный переулок, 3 кор 34",C6,"37,569802","55,764091",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000454,0,Москва,Столярный переулок,3 кор 5,3,кор,5, , , ,Нежил,"Москва, Столярный переулок, 3 кор 5",C6,"37,56942","55,763637",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000455,0,Москва,Столярный переулок,3 кор 6,3,кор,6, , , ,БЦ,"Москва, Столярный переулок, 3 кор 6",C6,"37,571526","55,764874",5,0,active, ,0,0,0, ,964, ,0
KFC Belorusskaya Moscow,5003000456,0,Москва,Столярный переулок,3 кор 8,3,кор,8, , , ,Нежил,"Москва, Столярный переулок, 3 кор 8",C6,"37,568484","55,763087",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000457,0,Москва,Столярный переулок,3 стр 10,3, , ,стр,10,стр 10,Нежил,"Москва, Столярный переулок, 3 стр 10",C6,"37,568163","55,763459",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000458,0,Москва,Столярный переулок,3 стр 11,3, , ,стр,11,стр 11,Нежил,"Москва, Столярный переулок, 3 стр 11",C6,"37,567991","55,763486",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000459,0,Москва,Столярный переулок,5 стр 1,5, , ,стр,1,стр 1,Нежил,"Москва, Столярный переулок, 5 стр 1",C6,"37,567035","55,763474",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000460,0,Москва,Столярный переулок,7 кор 2,7,кор,2, , , ,Нежил,"Москва, Столярный переулок, 7 кор 2",C6,"37,566084","55,763329",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000461,0,Москва,Столярный переулок,7 стр 1,7, , ,стр,1,стр 1,Нежил,"Москва, Столярный переулок, 7 стр 1",C6,"37,565874","55,763546",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000462,0,Москва,Ходынская,10А стр 1,10А, , ,стр,1,стр 1,Нежил,"Москва, Ходынская, 10А стр 1",C8,"37,561125","55,771197",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000463,0,Москва,Ходынская,10А стр 2,10А, , ,стр,2,стр 2,Нежил,"Москва, Ходынская, 10А стр 2",C8,"37,560137","55,771167",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000464,0,Москва,Ходынская,10А стр 4,10А, , ,стр,4,стр 4,Нежил,"Москва, Ходынская, 10А стр 4",C8,"37,563643","55,771185",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000465,0,Москва,Ходынская,10А стр 5,10А, , ,стр,5,стр 5,Нежил,"Москва, Ходынская, 10А стр 5",C8,"37,564597","55,771264",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000466,0,Москва,Ходынская,10 стр 1,10, , ,стр,1,стр 1,Жил,"Москва, Ходынская, 10 стр 1",C8,"37,560473","55,770721",5,0,active, ,1970,12,84,блок,211, ,15
KFC Belorusskaya Moscow,5003000467,0,Москва,Ходынская,14,14, , , , , ,Жил,"Москва, Ходынская, 14",C8,"37,558836","55,770592",5,0,active, ,1960,5,60,кирпич,151, ,0
KFC Belorusskaya Moscow,5003000468,0,Москва,Ходынская,16,16, , , , , ,Жил,"Москва, Ходынская, 16",C8,"37,558149","55,771054",5,0,active, ,1960,5,80,кирпич,201, ,0
KFC Belorusskaya Moscow,5003000469,0,Москва,Ходынская,2,2, , , , , ,Нежил,"Москва, Ходынская, 2",C8,"37,564773","55,770207",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000470,0,Москва,Ходынская,2 стр 9,2, , ,стр,9,стр 9,Нежил,"Москва, Ходынская, 2 стр 9",C8,"37,566132","55,770384",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000471,0,Москва,Ходынская,3 стр 1,3, , ,стр,1,стр 1,Нежил,"Москва, Ходынская, 3 стр 1",C7,"37,561352","55,769135",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000472,0,Москва,Ходынская,3 стр 13,3, , ,стр,13,стр 13,Нежил,"Москва, Ходынская, 3 стр 13",C7,"37,561665","55,767773",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000473,0,Москва,Ходынская,3 стр 14,3, , ,стр,14,стр 14,Нежил,"Москва, Ходынская, 3 стр 14",C7,"37,561795","55,768002",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000474,0,Москва,Ходынская,3 стр 16,3, , ,стр,16,стр 16,Нежил,"Москва, Ходынская, 3 стр 16",C7,"37,561868","55,767457",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000475,0,Москва,Ходынская,3 стр 2,3, , ,стр,2,стр 2,Нежил,"Москва, Ходынская, 3 стр 2",C7,"37,562346","55,767463",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000476,0,Москва,Ходынская,3 стр 20,3, , ,стр,20,стр 20,Нежил,"Москва, Ходынская, 3 стр 20",C7,"37,562994","55,765143",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000477,0,Москва,Ходынская,3 стр 3,3, , ,стр,3,стр 3,Нежил,"Москва, Ходынская, 3 стр 3",C7,"37,561598","55,766996",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000478,0,Москва,Ходынская,3 стр 7,3, , ,стр,7,стр 7,Нежил,"Москва, Ходынская, 3 стр 7",C7,"37,562659","55,765445",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000479,0,Москва,Ходынская,3 стр 9,3, , ,стр,9,стр 9,Нежил,"Москва, Ходынская, 3 стр 9",C7,"37,562331","55,767868",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000480,0,Москва,Ходынская,4,4, , , , , ,Жил,"Москва, Ходынская, 4",C8,"37,562999","55,770517",5,0,active, ,1970,9,71,блок,178, ,15
KFC Belorusskaya Moscow,5003000481,0,Москва,Ходынская,5 стр 1,5, , ,стр,1,стр 1,Нежил,"Москва, Ходынская, 5 стр 1",C7,"37,558003","55,769497",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000482,0,Москва,Ходынская,5 стр 2,5, , ,стр,2,стр 2,Нежил,"Москва, Ходынская, 5 стр 2",C7,"37,556678","55,769868",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000483,0,Москва,Ходынская,5 стр 3,5, , ,стр,3,стр 3,Нежил,"Москва, Ходынская, 5 стр 3",C7,"37,558969","55,768563",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000484,0,Москва,Ходынская,5 стр 7,5, , ,стр,7,стр 7,Нежил,"Москва, Ходынская, 5 стр 7",C7,"37,558147","55,768377",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000485,0,Москва,Ходынская,5 стр 8,5, , ,стр,8,стр 8,Нежил,"Москва, Ходынская, 5 стр 8",C7,"37,558707","55,769758",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000486,0,Москва,Ходынская,6,6, , , , , ,Жил,"Москва, Ходынская, 6",C8,"37,562098","55,770517",5,0,active, ,1960,5,78,кирпич,196, ,15
KFC Belorusskaya Moscow,5003000487,0,Москва,Ходынская,8,8, , , , , ,Жил,"Москва, Ходынская, 8",C8,"37,561488","55,770715",5,0,active, ,1960,5,76,кирпич,191, ,15
KFC Belorusskaya Moscow,5003000488,0,Москва,Электрический переулок,1 кор 5Е,1,кор,5Е, , , ,Нежил,"Москва, Электрический переулок, 1 кор 5Е",B6,"37,575511","55,770886",5,10,active, ,0,0,0, ,0, ,15
